flag,runner_name,is_wr,is_pb,in_game_time,re_timed_time,date,days_since,src_status,seed,instances(depracated),calc(depracated),link,minutes,seconds,milliseconds,total_milliseconds,retime_ms,retime,current_wr,cur_wr_normal_time,wr_at_time,normal_time,decay,weight,k,run_score,non_weighted_run_score,current_wr_run_score,dynamic_k,blank,iron_source,has_tnt,enter_type,enter_time,enter_structure1_split,structure_1_time,structure1_type,structure1_split,structure1_exit_time,structure1_structure2_split,structure2_time,structure2_type,structure_2_split,structure2_exit,blaze_rates_string,blaze_rods_collected,blazes_killed,blaze_rates_decimal,structure2_exit_exit1_split,rods_obtained_pre_exit1,num_exits,exit1_time,stronghold_travel_type,triangulation_split,eyes_thrown,eye_breaks,eyes_left,total_eye_loss,reenter_time,exit_2_split,stronghold_distance,<500,500-1000,1000-1500,1500-2000,2000+,exit_2_time,theoretical_blind,nether_split,total_nether,total_ow2,post_blind,structure2_finish_split,structure2_exit_stronghold_split,stronghold_time,portal_room_locator_type,stronghold_split,frames_filled,frames_needed,end_enter_time,end_type,explosives_used,rotations,zero_explosivies,perch_explosives,end_spawn_type,dragon_node,dragon_location,dragon_angle,tower_height,tower,standing_height,end_split,truncated_igt,bastion_type_2,bastion_route,chests_checked,depracated_bastion_info,bastion_enter_time,bastion_enter_route_start_split,route_start_time,route_split,total_bastion_split,bastion_exit_time,obsidian,string,glowstone,arrows,pearls,crying_obsidian,days_since_2,elo_weight,elo,timeloss,,,,,,,,,,,
🇵🇱,kazzruns,0,1,7:33.804,7:33.804,24 Jul 2025,316,(V),-5890829594904468442,,Yes,https://www.speedrun.com/mc/runs/yjqo30nm,7,33,804,453804,0,0,453804,1.105870713,410359,1.105870713,,0.8538,1.111347725,76.3503,89.4189,881.0437,1.25851,,BT,,2x1 Magma,1:13,0:14,1:27,Stables,1:39,3:06,0:09,3:15,Fort,1:23,5:01,6/8,6,8,0.75,--,No,,2,4:20,Calc,0:23,2,1,1,2,4:43,1:13,2302,0,0,0,0,1,6:14,4:38,3:25,4:38,1:56,2:55,4:18,1:13,6:14,Prempt,0:20,2,,6:34,Perch,5,--,--,5,NZ-O,--,--,,--,--,--,0:59,7:33,Stables,DBTRPL,7,TTD,1:27,,,,1:39,3:06,20,72,20,33,17,13,316,0.04261923508,38.10964588,1,13,73,3,25,205,1,56,116,0,59
🇨🇦,Aquacorde,0,0,7:34.421,7:34.056,03 Mar 2026,94,(U),6573117783169949946,,,https://www.youtube.com/watch?v=l__1dhyvdjw,7,34,56,454056,-365,-0.365,454421,1.10648481,410359,1.10648481,,0.9541,1.115285531,85.2268,89.3281,879.9489,1.26390,,BT,✔,Lava Pool,1:01,0:16,1:17,Housing,1:24,2:41,1:04,3:45,Fort,2:03,6:05,5/12,5,12,0.42,--,No,,2,4:42,Calc,0:17,1,0,0,0,4:59,0:32,333,1,0,0,0,0,6:37,5:48,4:47,5:19,1:02,1:46,3:49,0:32,6:37,Prempt,0:13,3,,6:50,Zero,4,2,4,--,O,F Diag,F,Diag,88,M88,99,0:44,7:34,Housing,MANH,3,--,1:17,,,,1:24,2:41,23,31,44,26,47,23,94,0.9202974003,822.0845076,1,1,61,4,47,287,1,2,62,0,44
🇺🇸,Feinberg,0,1,7:34.367,7:34.367,28 Apr 2026,38,(Q),2511758293074259151,,,https://www.youtube.com/watch?v=iOWwIieY6C4,7,34,367,454367,0,0,454367,1.107242683,410359,1.107242683,,0.9812,1.120163395,87.5365,89.2156,878.5903,1.27057,,BT,✔,2x1 Magma,1:34,0:34,2:08,Housing,1:46,3:54,0:27,4:21,Fort,1:11,6:06,6/11,6,11,0.55,--,No,,2,5:21,Calc,0:34,2,0,0,0,5:55,0:24,1381,0,0,1,0,0,6:30,5:32,3:58,4:22,1:15,2:02,3:13,0:24,6:30,Prempt,0:17,1,0,6:47,Zero,5,3,5,--,O,B Diag,B,Diag,91,M91,99,0:47,7:34,Housing,TOPD,3,--,2:08,0:06,2:14,1:40,1:46,3:54,28,88,64,12,33,23,38,0.9945278272,887.2739952,1,34,94,3,58,238,1,15,75,0,47
🇺🇸,itsnahan,0,0,7:34.447,7:34.546,19 Dec 2025,168,(U),-7173684177694873982,,Yes,https://www.youtube.com/watch?v=1_O9cZzkKpk,7,34,546,454546,99,0.099,454447,1.107678886,410359,1.107678886,,0.9194,1.122980009,81.9678,89.1506,877.8044,1.27443,,BT,,2x1 Magma,1:24,0:34,1:58,Housing,1:45,3:43,0:04,3:47,Fort,1:53,5:56,6/7,6,7,0.86,--,No,,2,5:07,Calc,0:16,1,0,0,0,5:23,0:24,unknown,0,0,0,0,0,6:20,5:40,4:16,4:40,1:02,1:54,3:47,0:24,6:20,Prempt,0:22,1,,6:42,Zero,6,,6,--,O,F 1/8,F,1/8,--,--,92,0:52,7:34,Housing,TOPD,8,DBTRPL,1:58,,,,1:45,3:43,35,128,49,25,26,14,168,0.6224056677,554.8781738,1,24,84,4,16,256,1,2,62,0,52
🇦🇿,KenanKardes,0,1,7:35.447,7:34.838,13 Sep 2024,630,(V),5361864572335160821,,Yes,https://www.speedrun.com/mc/runs/zx0e765z,7,34,838,454838,-609,-0.609,455447,1.108390458,421494,1.079109074,,0.7298,0.9519761064,67.8766,93.0085,876.5165,1.28074,,BT,✔,2x1 Magma,1:37,0:52,2:29,Housing,1:14,3:43,0:15,3:58,Fort,1:38,5:48,6/9,6,9,0.67,--,No,,2,5:17,Calc,0:12,1,1,0,1,5:29,0:28,895,0,1,0,0,0,6:16,5:36,3:59,4:27,1:12,1:59,3:37,0:28,6:16,Prempt,0:32,1,,6:48,Zero,4,2,4,--,B56,F Diag,F,Diag,91,M91,95,0:47,7:35,Housing,MANH,3,DBTRPL,2:29,,,,1:14,3:43,20,79,54,27,34,19,630,0,0.00000001285639924,1,37,97,3,59,239,1,12,72,0,47
🇵🇱,watermelon1708,0,0,7:35.875,7:35.875,21 Feb 2026,104,(U),unknown,,,https://www.youtube.com/watch?v=3E-mIUUQVAU,7,35,875,455875,0,0,455875,1.110917514,410359,1.110917514,,0.9493,1.14410145,84.1690,88.6616,871.8824,1.30341,,BT,🗙,2x1 Magma,1:36,0:19,1:55,Housing,1:39,3:34,0:36,4:10,Fort,1:17,5:27,6/11,6,11,0.55,0:05,Yes,,2,5:32,Calc,0:39,1,0,0,0,6:11,0:20,349,1,0,0,0,0,6:31,5:32,3:56,4:16,1:15,2:03,3:25,1:04,6:31,Prempt,0:16,2,0,6:47,Zero,6,3,6,--,O,B 1/8,B,1/8,--,--,93,0:48,7:35,Housing,MANH,4,,1:55,,,,1:39,3:34,26,139,28,8,54,25,104,0.8936095001,792.2881277,1,36,96,3,56,236,1,15,75,0,48
🇩🇪,jason_n,0,0,7:36.562,7:36.562,27 Dec 2025,160,(U),5101166286806026119,,Yes,https://www.youtube.com/watch?v=PIIJU2GwFP4&list=PLZ59bMb0zBUSR6W9smbN1LDkQJlGfPEUk&index=1,7,36,562,456562,0,0,456562,1.112591658,410359,1.112591658,,0.9231,1.155165538,81.6077,88.4045,868.7603,1.31864,,BT,,2x1 Magma,1:20,0:32,1:52,Housing,1:39,3:31,0:03,3:34,Fort,0:26,4:00,5/6,5,6,0.83,0:23,Yes,,2,4:23,HP,0:36,1,0,0,0,4:59,0:32,1611,0,0,0,1,0,5:31,4:23,3:03,3:35,1:36,3:13,4:02,1:31,5:31,Prempt,0:28,2,,5:59,F.Zero,5,--,--,5,F-O,F-B F-Diag,F-B,F-Diag,F-97,T97(F),--,1:37,7:36,Housing,MANH,3,N/A,1:52,,,,1:39,3:31,13,52,48,35,32,24,160,0.6639157633,586.9315589,1,20,80,3,3,183,1,36,96,1,37
🇩🇪,jason_n,0,0,7:38.273,7:38.273,12 Nov 2025,205,(U),2886416364403862215,,Yes,https://www.youtube.com/watch?v=bA3Sck4VKWw,7,38,273,458273,0,0,458273,1.116761177,410359,1.116761177,,0.9026,1.183158868,79.2027,87.7517,860.8025,1.35730,,BT,✔,2x1 Magma,1:13,0:39,1:52,Treasure,2:03,3:55,0:14,4:09,Fort,1:11,5:20,7/8,7,8,0.88,0:07,Yes,,1,5:27,Blind,0:49,1,0,1,1,--,--,243,1,0,0,0,0,--,5:27,4:14,4:14,1:20,2:11,3:29,0:56,6:16,Prempt,0:31,1,0,6:47,Zero,6,4,6,--,O,B Diag,B,Diag,91,M91,99,0:51,7:38,Treasure,NEW,4,--,1:52,,,,2:03,3:55,16,140,64,15,32,38,205,0.4225225334,370.7705332,1,13,73,4,14,254,1,20,80,0,51
🇩🇰,Bloopy,0,1,7:35.809,7:38.482,28 Nov 2024,554,(V),-7640184333545180122,,Yes,https://www.speedrun.com/mc/runs/zxj96rqy,7,38,482,458482,2673,2.673,455809,1.117270488,421494,1.087754511,,0.7581,1.000920059,69.6845,91.9254,859.8126,1.36209,,BT,✔,Lava Pool,1:21,0:00,1:21,Stables,2:06,3:27,0:12,3:39,Fort,1:33,5:45,6/8,6,8,0.75,--,No,,2,5:02,Calc,0:33,1,0,0,0,5:35,0:43,965,0,1,0,0,0,6:28,5:12,3:51,4:34,1:31,2:23,3:56,0:43,6:28,Prempt,0:15,2,0,6:43,Perch,4,,--,4,NZ-B57,NZ-B NZ-Diag,NZ-B,NZ-Diag,--,--,--,0:52,7:35,Stables,DBTRPL,6,--,1:21,,,,2:06,3:27,39,99,56,0,19,28,554,0.0000000412693229,0.00003793698735,1,21,81,3,51,231,1,31,91,0,52
🇮🇱,orachi,0,1,7:36.656,7:38.738,17 Apr 2026,49,(Q),1736164389740735086,,,https://youtu.be/OYGFbW4afPw?si=is-E-XG_ij3QA938,7,38,738,458738,2082,2.082,456656,1.117894332,410359,1.117894332,,0.9758,1.190875737,85.4517,87.5711,858.5947,1.36799,,BT,✔,Cave Lava,1:39,0:33,2:12,Housing,01:47,3:59,0:26,4:25,Fort,1:06,5:31,7/8,7,8,0.88,0:15,Yes,,2,5:46,Calc,0:11,1,0,1,1,5:57,0:28,695,0,1,0,0,0,6:25,5:46,4:07,4:35,1:02,1:50,3:11,0:54,6:25,Prempt,0:23,2,0,6:48,Zero,5,4,5,--,O,B Diag,B,Diag,94,T94,99,0:48,7:36,Housing,MANH,4,--,2:12,0:12,2:24,1:35,1:47,3:59,21,46,64,39,48,29,49,0.9883040358,865.468539,1,39,99,4,7,247,1,2,62,0,48
🇳🇴,skycrab1,0,0,7:39.667,7:39.667,08 Mar 2026,89,(U),488777781406333665,,,https://www.youtube.com/watch?v=bCf8wapBEIU,7,39,667,459667,0,0,459667,1.120158203,410359,1.120158203,,0.9565,1.206434093,83.4107,87.2063,854.1256,1.38959,,BT,✔,2x1 Magma,1:16,0:53,2:09,Housing,01:39,3:48,0:18,4:06,Fort,1:20,5:39,6/8,6,8,0.75,--,No,,2,5:21,Calc,0:13,1,0,0,0,5:34,0:31,755,0,1,0,0,0,6:10,5:26,4:10,4:41,1:28,2:13,3:33,0:31,6:10,Prempt,0:44,1,0,6:54,Zero,5,3,5,--,H,F Diag,F,Diag,91,M91,99,0:45,7:39,Housing,TOPD,5,--,2:09,,,,1:39,3:48,20,130,34,34,32,33,89,0.9319306285,812.7019112,1,16,76,4,10,250,1,28,88,0,45
🇺🇸,Infume,0,1,7:39.778,7:39.778,06 Jun 2025,364,(?),-8467677866844055286,,,https://www.youtube.com/watch?v=UnKMvsVNbYU,7,39,778,459778,0,0,459778,1.120428698,421494,1.090829288,,0.8336,1.018898483,76.2936,91.5229,853.5864,1.39220,,BT,✔,2x1 Magma,1:08,0:38,1:46,Treasure,01:44,3:30,0:29,3:59,Fort,1:28,5:58,6/8,6,8,0.75,--,No,,2,5:21,Calc,0:31,1,0,0,0,5:52,0:34,610,0,1,0,0,0,6:32,5:27,4:19,4:53,1:26,2:12,3:40,0:34,6:32,Prempt,0:21,0,0,6:53,Zero,4,2,4,--,H,B 1/8,B,1/8,--,--,92,0:46,7:39,Treasure,BOOMR,4,--,1:46,,,,1:44,3:30,29,100,28,24,31,25,364,0.008043794133,7.361911816,1,8,68,4,19,259,1,26,86,0,46
🇺🇸,doogile,0,0,7:38.813,7:40.190,19 Oct 2025,229,(U),-6371149676202072948,,Yes,https://www.youtube.com/watch?v=HUv4d3f0b0Y,7,40,190,460190,1377,1.377,458813,1.121432697,410359,1.121432697,,0.8918,1.21527638,77.5863,86.9985,851.5754,1.40190,,BT,🗙,2x1 Magma,1:17,0:32,1:49,Treasure,02:25,4:14,0:11,4:25,Fort,0:40,5:05,5/7,5,7,0.71,0:11,Yes,,2,5:16,Blind,0:43,1,0,0,0,--,--,269,1,0,0,0,0,--,5:16,3:59,3:59,0:46,2:22,3:13,0:54,5:59,OEPR,0:03,2,2,6:02,Perch,3,--,--,3,NZ-H,--,--,,--,--,--,1:36,7:38,Treasure,BOOMR,5,--,1:49,,,,2:25,4:14,17,15,40,28,37,28,229,0.3009235901,261.7990237,1,17,77,3,59,239,0,46,46,1,36
🇬🇧,BeefSalad,0,1,7:40.572,7:40.572,27 Jan 2026,129,(V),-7982637122350751836,,,https://www.speedrun.com/mc/runs/ydop9ejz,7,40,572,460572,0,0,460572,1.122363589,410359,1.122363589,,0.9375,1.221773014,81.4209,86.8457,849.6972,1.41095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0.8068085303,700.6782545,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇳🇴,skycrab1,0,0,7:39.953,7:41.343,19 Dec 2025,168,(U),9053135870907266934,,Yes,https://www.youtube.com/watch?v=9YRVwmSP0e4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=162,7,41,343,461343,1390,1.39,459953,1.124242432,410359,1.124242432,,0.9194,1.234984191,79.5624,86.5344,845.8659,1.42939,,BT,✔,2x1 Magma,1:31,0:34,2:05,Bridge,02:04,4:09,0:13,4:22,Fort,1:37,6:14,5/13,5,13,0.38,--,No,,2,5:39,Calc,0:15,1,0,0,0,5:54,0:16,692,0,1,0,0,0,6:30,5:59,4:28,4:44,0:45,1:40,3:17,0:16,6:30,Prempt,0:14,3,2,6:44,Zero,6,6,6,--,H,F Diag,F,Diag,85,M85,94,0:55,7:39,Bridge,DK,3,--,2:05,,,,2:04,4:09,31,194,43,0,19,55,168,0.6224056677,538.5949495,1,31,91,4,28,268,0,45,45,0,55
🇹🇿,Kxpow,0,1,7:41.490,7:41.490,05 Oct 2025,243,(V),3413784149860051440,,Yes,https://www.speedrun.com/mc/runs/y2rqdr6m,7,41,490,461490,0,0,461490,1.124600655,410359,1.124600655,,0.8856,1.237518132,76.5811,86.4746,845.1293,1.43293,,BT,✔,Cave Lava,1:39,0:23,2:02,Stables,01:48,3:50,0:39,4:29,Fort,0:54,5:48,6/7,6,7,0.86,--,No,,2,5:15,Calc,0:25,1,0,0,0,5:40,0:39,1383,0,0,1,0,0,6:27,5:23,3:44,4:23,1:27,2:18,3:12,0:39,6:27,Prempt,0:23,1,0,6:50,Zero,5,4,5,--,O,B Diag,B,Diag,85,M85,95,0:51,7:41,Stables,GAP,3,--,2:02,,,,1:48,3:50,21,64,11,14,42,14,243,0.2381413914,205.9318525,1,39,99,3,44,224,1,27,87,0,51
🇩🇪,jason_n,0,0,7:42.171,7:42.171,12 May 2026,24,(U),-7549226815345637508,,,https://www.youtube.com/watch?v=XFafyirP82A,7,42,171,462171,0,0,462171,1.126260177,410359,1.126260177,,0.9881,1.249320367,85.1677,86.1959,841.6912,1.44944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.9986185551,860.7684023,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇿🇦,Airpodsz,0,1,7:43.320,7:43.320,20 Mar 2026,77,(Q),253105556005796161,,,https://www.speedrun.com/mc/runs/zn6o493y,7,43,320,463320,0,0,463320,1.129060164,410359,1.129060164,,0.9622,1.269471381,82.4816,85.7190,835.7944,1.47771,,BT,✔,2x1 Magma,1:29,0:40,2:09,Bridge,02:14,4:23,0:15,4:38,Fort,0:49,5:27,5/6,5,6,0.83,0:10,Yes,,1,5:37,Blind,0:50,1,0,0,0,--,--,109,1,0,0,0,0,--,5:37,4:08,4:08,1:17,2:06,3:05,1:00,6:27,Prempt,0:27,2,2,6:54,Zero,5,3,5,--,O,B Diag,B,Diag,86,Tall Cage,95,0:49,7:43,Bridge,CRKSMK,3,DBTRPL,2:09,0:43,2:52,1:31,2:14,4:23,21,69,53,11,49,35,77,0.9553731326,818.9364343,1,29,89,4,8,248,1,17,77,0,49
🇬🇧,priffie,0,1,7:43.529,7:43.909,24 Oct 2024,589,(V),-3978494106932821584,,Yes,https://www.speedrun.com/mc/runs/y6e87kpz,7,43,909,463909,380,0.38,463529,1.130495493,421494,1.100630139,,0.7449,1.078272428,67.1737,90.1777,832.7247,1.49240,,BT,✔,Cave Lava,1:23,0:38,2:01,Stables,01:42,3:43,0:18,4:01,Fort,0:56,4:57,6/10,6,10,0.60,0:15,Yes,,1,5:12,Blind,0:40,1,0,0,0,--,--,90,1,0,0,0,0,6:27,5:12,3:49,3:49,1:39,2:31,3:42,0:55,5:52,Prempt,0:59,0,0,6:51,Zero,5,4,5,--,O,F Diag,F,Diag,85,M85,95,0:52,7:43,Stables,DBTRPL,8,DBTRPL,2:01,0:26,2:27,1:16,1:42,3:43,14,107,40,39,27,18,589,0.000000001335918322,0.000001204700613,1,23,83,3,49,229,1,39,99,0,52
🇩🇰,Bloopy,0,0,7:44.248,7:44.248,07 Mar 2026,90,(U),-7077016121021295276,,,https://www.youtube.com/watch?v=1gyyI3VzVgg,7,44,248,464248,0,0,464248,1.131321599,410359,1.131321599,,0.9560,1.285966864,81.5731,85.3277,830.9435,1.50092,,BT,✔,2x1 Magma,1:32,0:39,2:11,Housing,01:25,3:36,0:07,3:43,Fort,1:06,4:49,6/7,6,7,0.86,0:11,Yes,,2,5:00,Calc,0:32,2,0,0,0,5:32,0:38,1522,0,0,0,1,0,6:10,5:00,3:28,4:06,1:53,2:44,4:01,1:21,6:10,Prempt,0:43,0,0,6:53,Zero,5,4,5,--,O,F Diag,F,Diag,85,M85,95,0:51,7:44,Housing,MANH,5,RUIN,2:11,0:09,2:20,1:16,1:25,3:36,26,92,39,11,39,24,90,0.9296937948,793.2864035,1,32,92,3,28,208,1,53,113,0,51
🇺🇸,zylenox,0,1,7:44.775,7:45.223,12 Mar 2026,85,(Q),todo,,,https://www.youtube.com/watch?v=hi8zV9Wnris,7,45,223,465223,448,0.448,464775,1.133697567,410359,1.133697567,,0.9584,1.303512228,81.3776,84.9107,825.7617,1.52568,,BT,🗙,Lava Pool,1:16,0:12,1:28,Housing,01:35,3:03,0:28,3:31,Fort,1:27,5:13,5/9,5,9,0.56,--,No,,2,4:45,Calc,0:15,1,0,0,0,5:00,0:41,1826,0,0,0,1,0,5:54,4:58,3:42,4:23,1:56,2:46,4:13,0:41,5:54,Prempt,1:00,3,2,6:54,Zero,6,4,6,--,O,B Diag,B,Diag,97,T97,100,0:50,7:44,Housing,MANH,5,--,1:28,0:30,1:58,1:05,1:35,3:03,26,98,12,39,21,21,85,0.9404352302,798.5297565,1,16,76,3,42,222,1,56,116,0,50
🇸🇪,PAPLERR,0,1,7:45.368,7:45.368,15 May 2025,386,(V),2933743551005337304,,Yes,https://www.speedrun.com/mc/runs/zngk8olm,7,45,368,465368,0,0,465368,1.134050916,421494,1.104091636,,0.8245,1.100013455,73.9392,89.6796,824.9836,1.52939,,BT,🗙,2x1 Magma,1:23,0:38,2:01,Bridge,01:44,3:45,0:06,3:51,Fort,1:24,5:34,5/10,5,10,0.50,--,No,,2,5:02,Calc,0:19,2,0,1,1,5:21,0:38,1333,0,0,1,0,0,6:12,5:15,3:52,4:30,1:43,2:30,3:54,0:38,6:12,Prempt,0:46,4,3,6:58,Zero,5,3,5,--,O,B 1/8,B,1/8,--,--,93,0:47,7:45,Bridge,PAPL,3,,2:01,0:33,2:34,1:11,1:44,3:45,20,73,44,35,32,17,386,0.003178818793,2.850752812,1,23,83,3,52,232,1,43,103,0,47
🇫🇷,M4xx,0,1,7:45.390,7:45.390,04 Mar 2026,93,(Q),805412740251903790,,,https://www.youtube.com/watch?v=dBMHGH7DJCc,7,45,390,465390,0,0,465390,1.134104528,410359,1.134104528,,0.9546,1.306539641,80.9839,84.8386,824.8654,1.52996,,BT,🗙,2x1 Magma,1:28,0:15,1:43,Housing,01:43,3:26,0:10,3:36,Fort,1:46,5:34,6/12,6,12,0.50,--,No,,2,4:34,Calc,0:12,1,1,0,1,4:46,0:28,751,0,1,0,0,0,6:02,5:22,3:54,4:22,1:33,2:23,4:09,0:31,6:05,Prempt,0:50,2,1,6:55,Zero,5,3,5,--,B56,F Diag,F,Diag,88,M88,95,0:50,7:45,Housing,MANH,3,,1:43,0:06,1:49,1:37,1:43,3:26,26,100,36,57,20,12,93,0.9227142322,782.8179908,1,28,88,3,54,234,1,33,93,0,50
🇹🇷,Ancoboy,0,1,7:40.016,7:45.590,11 Dec 2025,176,(V),-5628543556500972011,,,https://www.speedrun.com/mc/runs/yv580x4m,7,45,590,465590,5574,5.574,460016,1.134591906,410359,1.134591906,,0.9158,1.310173872,77.6127,84.7521,823.7886,1.53510,,BT,✔,2x1 Magma,1:28,0:52,2:20,Treasure,01:43,4:03,0:12,4:15,Fort,1:06,6:01,7/9,7,9,0.78,--,No,,2,5:15,Calc,0:40,2,1,0,1,5:55,0:24,1203,0,0,1,0,0,6:25,5:21,3:53,4:17,1:23,2:19,3:25,0:24,6:25,Prempt,0:19,0,0,6:44,Zero,6,6,6,--,B58,F diag,F,diag,100,T100,95,0:56,7:40,Treasure,BOOMR,4,,2:20,0:03,2:23,1:40,1:43,4:03,22,109,55,0,48,24,176,0.5797388126,491.3408348,1,28,88,3,53,233,1,23,83,0,56
🇺🇸,zylenox,1,1,7:42.999,7:45.828,07 Feb 2023,1214,(V),7499203634667178692,15,Yes,https://www.speedrun.com/mc/run/zg2q0lny,7,45,828,465828,2829,2.829,462999,1.135171886,495537,0.9400468583,,0.5450,0.4243519554,55.9471,102.6583,822.5023,1.54123,,BT,✔,2x1 Magma,1:08,0:34,1:42,Housing,01:17,2:59,0:12,3:11,Fort,1:42,5:16,6/9,6,9,0.67,--,No,,2,4:40,Calc,0:23,2,1,0,1,5:03,0:34,1111,0,0,1,0,0,5:50,4:53,3:45,4:19,1:21,2:49,4:31,0:34,5:50,Prempt,0:24,1,1,6:14,Perch,5,--,--,5,--,--,--,--,--,--,--,1:28,7:42,Housing,MANH,3,,1:42,0:06,1:48,1:11,1:17,2:59,20,84,54,0,17,11,1214,0,0,1,8,68,3,45,225,1,21,81,1,28
?,maydough,0,1,7:40.098,7:45.924,04 May 2026,32,(Q),6846477327571075390,,,https://www.youtube.com/watch?v=AOm4aphnE44,7,45,924,465924,5826,5.826,460098,1.135405828,410359,1.135405828,,0.9841,1.316263957,83.2641,84.6071,821.9820,1.54372,,BT,✔,2x1 Magma,1:32,0:04,1:36,Housing,01:36,3:12,0:13,3:25,Fort,2:04,5:53,5/13,5,13,0.38,--,No,,2,4:41,Calc,0:24,1,0,0,0,5:05,0:32,1457,0,0,1,0,0,6:25,5:29,3:57,4:29,1:20,2:11,4:15,0:32,6:25,Prempt,0:24,1,0,6:49,Zero,6,6,6,--,O,B Diag,B,Diag,88,M88,95,0:51,7:40,Housing,MANH,3,,1:36,0:05,1:41,1:31,1:36,3:12,30,104,21,0,22,26,32,0.9967285628,843.3026669,1,32,92,3,57,237,1,20,80,0,51
🇳🇴,skycrab1,0,0,7:46.784,7:46.784,20 May 2026,16,(U),-860262448598208531,,,https://youtu.be/nDX-9uxon4Y?si=uPyRZwkBgJizZuOD,7,46,784,466784,0,0,466784,1.137501554,410359,1.137501554,,0.9920,1.332066058,83.5591,84.2303,817.2831,1.56612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.9995904839,841.9578587,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,
🇮🇱,orachi,0,1,7:43.169,7:47.566,08 Jul 2025,332,(V),4897417229505621926,,Yes,https://www.speedrun.com/mc/runs/me2eeo2m,7,47,566,467566,4397,4.397,463169,1.139407202,410359,1.139407202,,0.8470,1.34658738,71.0532,83.8836,812.9510,1.58675,,BT,✔,2x1 Magma,1:18,0:34,1:52,Housing,01:48,3:40,0:13,3:53,Fort,1:15,5:08,6/11,6,11,0.55,0:12,Yes,,2,5:20,Calc,0:32,1,0,0,0,5:52,0:35,1666,0,0,0,1,0,6:27,5:20,4:02,4:37,1:30,2:23,3:50,1:19,6:27,Prempt,0:23,1,0,6:50,Zero,6,5,6,--,O,B Diag,B,Diag,83,Small Cage,95,0:53,7:43,Housing,TOPD,6,,1:52,0:14,2:06,1:34,1:48,3:40,20,100,59,30,35,24,332,0.02574700936,21.59750675,1,18,78,4,2,242,1,30,90,0,53
🇺🇸,meebie,0,1,7:46.598,7:47.588,23 Nov 2024,559,(V),-6994443511834809581,,Yes,https://www.speedrun.com/mc/runs/y4lpk63z,7,47,588,467588,990,0.99,466598,1.139460814,421494,1.109358615,,0.7562,1.133888551,67.2215,88.8983,812.8284,1.58734,,BT,✔,2x1 Magma,1:42,0:47,2:29,Bridge,01:42,4:11,0:23,4:34,Fort,1:29,5:12,6/6,6,6,1.00,--,No,,2,5:24,Calc,0:27,1,1,0,1,5:51,1:29,1044,0,0,1,0,0,6:41,6:03,4:21,4:32,0:56,1:43,3:12,1:29,6:41,Prempt,0:18,1,1,6:59,Zero,5,4,5,--,O,F Diag,F,Diag,103,T103,104,0:47,7:46,Bridge,CRKSMK,3,,2:29,0:38,3:07,1:04,1:42,4:11,22,63,14,43,32,29,559,0.00000002593459877,0.00002305541551,1,42,102,4,21,261,0,56,56,0,47
🇳🇴,skycrab1,0,0,7:48.043,7:48.043,24 Apr 2025,407,(U),9061699410068612393,,Yes,https://www.youtube.com/watch?v=GoPCnP2PyWo&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=121,7,48,43,468043,0,0,468043,1.140569599,421494,1.110438108,,0.8159,1.140951529,72.3959,88.7346,810.2808,1.59947,,SH,🗙,Lava Pool,1:19,0:38,1:57,Housing,01:34,3:31,0:21,3:52,Fort,1:05,5:25,6/6,6,6,1.00,--,No,,2,4:50,Calc,0:28,1,1,0,1,5:18,0:38,1450,0,0,1,0,0,6:03,4:57,3:38,4:16,1:27,2:51,3:56,0:38,6:03,Prempt,0:21,1,1,6:24,Flew,4,--,F1,4,F-O,FB FDiag,FB,FDiag,F95,Tall Cage (F),F86,1:24,7:48,Housing,TOPD,6,DBTRPL,1:57,0:16,2:13,1:18,1:34,3:31,35,76,48,3,25,27,407,0.001180385381,1.047410601,1,19,79,3,38,218,1,27,87,1,24
